"site","n_events","total_C_respired_gC_m2_mid","total_C_respired_gC_m2_low","total_C_respired_gC_m2_high","mean_C_rate_gC_m2_hr_mid","mean_C_rate_gC_m2_hr_low","mean_C_rate_gC_m2_hr_high"
"SLOC",8,5.87986363636364,2.44994318181818,19.5995454545455,0.154681113333261,0.0644504638888588,0.51560371111087
"SLOW",2,0.771136363636363,0.321306818181818,2.57045454545454,0.247061688311688,0.10294237012987,0.82353896103896
"VDOS",6,4.28277272727272,1.78448863636364,14.2759090909091,0.249039439507861,0.103766433128275,0.830131465026203
"VDOW",14,4.80577215150072,2.0024050631253,16.0192405050024,0.128047541057028,0.0533531421070949,0.426825136856759
